"package","n"
"packcircles",3902
"diffviewer",3900
"worrms",3849
"invgamma",3842
"fivethirtyeight",3832
"transformr",3831
"rworldmap",3826
"ROOPSD",3825
"r2d3",3824
"zCompositions",3822
"metaBMA",3815
"DatabaseConnector",3810
"ebal",3808
"adabag",3800
"pedSimulate",3799
"mr.raps",3782
"dlookr",3778
"brglm2",3778
"modules",3775
"HSAUR3",3761
"torch",3750
"semver",3748
"rquery",3748
"DiagrammeRsvg",3746
"rdrop2",3741
"ECOSolveR",3736
"mlr3learners",3734
"ggvenn",3715
"udpipe",3714
"qreport",3708
"GLMMadaptive",3708
"R.devices",3705
"pegas",3697
"snowfall",3692
"spacefillr",3682
"spls",3679
"WrightMap",3665
"conf.design",3664
"rkeops",3663
"hydroTSM",3661
"hexView",3661
"latexpdf",3658
"gghighlight",3652
"mlapi",3650
"tidyterra",3646
"tippy",3640
"BradleyTerry2",3639
"rcdd",3635
"treemapify",3629
"pkgKitten",3619
"distr",3618
"MplusAutomation",3610
"geodata",3601
"RNetCDF",3596
"did",3588
"clusterSim",3587
"lawstat",3579
"RWekajars",3574
"philentropy",3568
"qtl",3565
"mongolite",3545
"netmeta",3543
"geiger",3538
"FactoInvestigate",3538
"lamW",3537
"solrium",3531
"BB",3529
"salesforcer",3521
"robotstxt",3511
"base64",3510
"cobs",3505
"webp",3500
"rintrojs",3499
"roll",3497
"DALEX",3493
"sentimentr",3492
"prettyR",3491
"finalfit",3484
"bruceR",3484
"stabs",3483
"RLRsim",3470
"rredlist",3465
"beanplot",3446
"ecodist",3442
"MarketMatching",3439
"metap",3437
"moonBook",3436
"FD",3429
"RAthena",3424
"usmap",3422
"spiderbar",3417
"datasauRus",3414
"NeuralNetTools",3408
"scs",3401
"botor",3401
"gdistance",3397
"argparse",3397
"Microsoft365R",3396
"gridpattern",3393
"glm2",3392
"date",3374
"tmvtnorm",3372
"qdapTools",3369
"ngram",3369
"nor1mix",3368
"tau",3367
"mutoss",3366
"NADA",3356
"mlr3tuning",3356
"arrayhelpers",3354
"eurostat",3352
"qlcMatrix",3348
"robustlmm",3344
"dcurver",3344
"waveslim",3333
"forge",3333
"dataRetrieval",3326
"pinfsc50",3325
"RNeXML",3321
"fit.models",3317
"reader",3310
"CORElearn",3310
"WikipediR",3307
"languageR",3302
"tidycmprsk",3297
"mFilter",3291
"ggdag",3291
"rpivotTable",3290
"LambertW",3286
"ggpattern",3286
"regclass",3281
"metR",3274
"NCmisc",3271
"rmatio",3269
"oce",3263
"ritis",3262
"ndjson",3260
"paran",3258
"JuliaConnectoR",3256
"superpc",3245
"WikidataR",3241
"rucrdtw",3238
"lidR",3238
"googleway",3231
"bbotk",3230
"biclust",3229
"forestploter",3216
"adegraphics",3210
"lsa",3205
"CCA",3203
"ecp",3200
"FinTS",3180
"pvclust",3179
"nflreadr",3178
"lemon",3176
"ingredients",3172
"fwildclusterboot",3169
"rafalib",3168
"findpython",3168
"measurements",3166
"slippymath",3161
"HardyWeinberg",3149
"svGUI",3134
"reactlog",3131
"aweek",3131
"nimble",3125
"ggplot.multistats",3124
"plotlyGeoAssets",3120
"clv",3104
"VineCopula",3099
"patrick",3098
"aqp",3094
"merDeriv",3090
"kohonen",3078
"quanteda.textplots",3072
"mlmRev",3068
"measurementProtocol",3061
"kit",3061
"cem",3057
"ipumsr",3054
"phylobase",3049
"smoothr",3043
"WikidataQueryServiceR",3041
"networkDynamic",3040
"seewave",3038
"manipulateWidget",3037
"qdap",3036
"dplR",3035
"ggResidpanel",3031
"phylolm",3030
"openai",3026
"poweRlaw",3021
"summclust",3020
"ggm",3019
"Rsymphony",3017
"infotheo",3012
"gghalves",2999
"fpCompare",2997
"phyclust",2994
"relaimpo",2991
"jinjar",2991
"likert",2986
"wikitaxa",2983
"TAM",2978
"shinyTree",2976
"sde",2976
"azuremlsdk",2970
"networkLite",2969
"sciplot",2962
"pkgmaker",2961
"lares",2954
"huge",2949
"CDM",2946
"natserv",2940
"nanonext",2939
"NA",2936
"fUnitRoots",2933
"misty",2925
"yaImpute",2919
"Rmpi",2917
"geobr",2915
"iBreakDown",2914
"mlr3pipelines",2911
"elasticnet",2903
"batchtools",2902
"Distance",2900
"pzfx",2899
"igraphdata",2894
"truncreg",2889
"enrichR",2881
"tidyjson",2878
"elevatr",2877
"gaston",2872
"BiodiversityR",2871
"mltools",2870
"MALDIquant",2869
"streamR",2865
"Signac",2865
"gistr",2865
"multilevel",2859
"exactci",2857
"emoa",2855
"asbio",2853
"fpp",2850
"hoardr",2848
"ICSNP",2847
"RSNNS",2844
"cocor",2840
"conditionz",2834
"survivalROC",2831
"rlemon",2831
"wbstats",2830
"coneproj",2830
"SIS",2825
"plot3Drgl",2821
"randomcoloR",2813
"gWidgets2",2813
"FSelector",2813
"lmomco",2812
"AUC",2810
"SHAPforxgboost",2808
"enrichwith",2801
"RVenn",2800
"ConsRank",2795
"pointblank",2793
"qualtRics",2791
"gvlma",2781
"COUNT",2775
"rmeta",2772
"RInside",2769
"widyr",2768
"rcartocolor",2764
"sgeostat",2762
"gprofiler2",2757
"ParallelLogger",2751
"reconstructr",2748
"bipartite",2745
"apcluster",2744
"rmsfact",2740
"tidygeocoder",2734
"smoof",2731
"ncbit",2725
"genetics",2714
"crosstable",2711
"assertr",2710
"AppliedPredictiveModeling",2709
"sommer",2704
"truncdist",2703
"MBA",2701
"preferably",2699
"pdfCluster",2685
"rr2",2684
"poppr",2683
"bigassertr",2677
"skpr",2661
"venneuler",2659
"Rfast2",2655
"lqmm",2655
"yarrr",2654
"distill",2648
"sampleSelection",2647
"setRNG",2641
"FME",2641
"triangle",2635
"spocc",2633
"colourvalues",2633
"ergm.count",2631
"tigerstats",2630
"multgee",2624
"PBSmapping",2621
"radiant.data",2620
"trend",2615
"penalized",2615
"bife",2613
"RandomFields",2612
"MEMSS",2610
"ukbabynames",2609
"bigparallelr",2609
"plotfunctions",2599
"flock",2599
"rsq",2598
"censReg",2597
"PASWR",2595
"mosaicCalc",2593
"ChannelAttribution",2590
"sirt",2588
"tsDyn",2584
"projpred",2580
"numform",2578
"TSclust",2577
"statnet",2577
"DCluster",2577
"leaflet.extras2",2573
"CMplot",2568
"tarchetypes",2567
"pmml",2567
"tgp",2566
"labdsv",2565
"fMultivar",2560
"bsicons",2557
"tinylabels",2550
"pwt10",2546
"statsr",2539
"agridat",2539
"attachment",2538
"startupmsg",2536
"httpgd",2536
"OpenImageR",2535
"bezier",2535
"fasterize",2529
"mlrMBO",2519
"geomorph",2519
"nsyllable",2516
"RPushbullet",2512
"BMisc",2512
"acid",2511
"perm",2508
"MSwM",2505
"eeptools",2504
"functional",2502
"pcalg",2499
"mallet",2496
"usmapdata",2493
"ROI.plugin.glpk",2493
"purrrlyr",2490
"shinyvalidate",2485
"Lock5Data",2485
"sylly",2479
"lmomRFA",2478
"WeightIt",2476
"bindrcpp",2471
"plotROC",2465
"btergm",2463
"robustHD",2458
"ggstats",2453
"tergm",2451
"rnoaa",2451
"PairedData",2451
"fftw",2447
"tidytable",2444
"QCA",2442
"cartogram",2437
"grr",2434
"quanteda.textmodels",2433
"EGAnet",2428
"dbplot",2427
"recommenderlab",2421
"Robyn",2416
"matlab",2416
"svd",2415
"locpol",2415
"pbv",2410
"Stat2Data",2406
"Rvmmin",2405
"mlt",2403
"orcutt",2401
"bigutilsr",2399
"tidySEM",2397
"tidylog",2397
"bestNormalize",2395
"tidytuesdayR",2392
"panelr",2391
"gratia",2391
"hydroGOF",2388
"bsplus",2388
"sortable",2387
"bindr",2384
"helloJavaWorld",2382
"githubinstall",2381
"multiwayvcov",2380
"iNEXT",2380
"rlas",2379
"unix",2374
"PresenceAbsence",2374
"eulerr",2373
"AmesHousing",2372
"TeachingSampling",2371
"optextras",2368
"crch",2367
"strex",2362
"geomtextpath",2362
"tram",2356
"shinylogs",2355
"openNLP",2355
"rcdk",2353
"csv",2351
"move",2346
"venn",2344
"cdata",2339
"rrapply",2332
"cat",2330
"TFisher",2327
"openxlsx2",2316
"semEff",2314
"ggupset",2313
"MAPA",2311
"princurve",2305
"polite",2305
"poibin",2304
"fmesher",2298
"extRemes",2297
"Rcgmin",2293
"daewr",2285
"gsw",2283
"caretEnsemble",2279
"reactablefmtr",2277
"randtests",2274
"mondate",2273
"pdist",2271
"timeROC",2267
"rvertnet",2260
"lbfgsb3c",2260
"demography",2260
"biomod2",2255
"maxnet",2254
"etrunct",2249
"RNifti",2248
"metan",2247
"scrime",2243
"tidyLPA",2242
"mgm",2241
"rqdatatable",2240
"DRDID",2238
"graphql",2237
"usdm",2231
"sylly.en",2226
"rsdmx",2226
"qdapDictionaries",2224
"apollo",2222
"phyr",2221
"labelVector",2218
"tsModel",2216
"FinCal",2216
"lookup",2213
"TFMPvalue",2212
"sensitivity",2212
"JADE",2212
"radiant.design",2208
"ggwordcloud",2207
"abd",2207
"mdsr",2206
"rdrobust",2205
"scagnostics",2201
"ismev",2201
"Gmedian",2197
"ggtern",2195
"ergm.multi",2194
"vtreat",2191
"ggmcmc",2191
"refund",2190
"rearrr",2190
"simplermarkdown",2189
"pivottabler",2188
"GUniFrac",2188
"shinyhelper",2186
"readxlsb",2184
"tidyposterior",2182
"Tmisc",2181
"jagsUI",2180
"relsurv",2179
"httptest",2179
"gWidgets2tcltk",2175
"ncmeta",2173
"diffdf",2173
"bootnet",2171
"tfdatasets",2170
"biotools",2165
"nestedLogit",2162
"RcmdrPlugin.HH",2160
"AzureKusto",2157
"alluvial",2156
"PCICt",2155
"hierfstat",2154
"cartography",2154
"PKI",2153
"fractaldim",2151
"spatialEco",2149
"RRPP",2146
"ICSOutlier",2144
"lucid",2142
"openNLPdata",2140
"ssanv",2139
"BFpack",2138
"airr",2137
"regions",2136
"longitudinalData",2134
"grImport2",2133
"itsadug",2127
"marqLevAlg",2125
"cba",2123
"clustree",2122
"MESS",2121
"bartMachine",2121
"nasaweather",2120
"cgam",2120
"wdm",2117
"jiebaR",2117
"onewaytests",2116
"fdapace",2115
"JM",2113
"networktools",2112
"NISTunits",2109
"Bergm",2105
"interplot",2104
"BDgraph",2097
"iml",2096
"sos",2094
"DDRTree",2093
"microeco",2092
"datos",2092
"ExpDes.pt",2089
"samplingbook",2087
"drat",2082
"unvotes",2081
"doconv",2081
"shinytest2",2079
"BayesTree",2075
"koRpus",2074
"DoE.wrapper",2074
"ddalpha",2073
"nlstools",2070
"toOrdinal",2069
"europepmc",2068
"radiant",2065
"spacyr",2063
"robumeta",2063
"multilinguer",2063
"distrEx",2062
"logcondens",2061
"vembedr",2060
"ztable",2057
"NSM3",2053
"shinyFeedback",2052
"wavelets",2043
"umx",2042
"Rfit",2042
"editData",2041
"berryFunctions",2040
"revdbayes",2038
"lavaSearch2",2034
"logitr",2033
"safer",2032
"exact2x2",2027
"tripack",2023
"shinyTime",2021
"tseriesChaos",2018
"parallelDist",2017
"CBPS",2013
"alphashape3d",2013
"ghql",2012
"pammtools",2006
"mvabund",2005
"TraMineR",1997
"IDPmisc",1996
"bartMachineJARs",1993
"telegram.bot",1985
"SGP",1984
"formatters",1984
"ChainLadder",1983
"fredr",1982
"rayshader",1981
"hablar",1981
"basefun",1980
"fueleconomy",1978
"RandomFieldsUtils",1977
"ggsn",1977
"maptree",1974
"timevis",1973
"ggpol",1973
"twang",1963
"tsutils",1958
"ridigbio",1957
"mhurdle",1957
"isa2",1956
"solitude",1955
"rayrender",1955
"compare",1954
"domir",1950
"decido",1947
"box",1947
"rmcorr",1946
"dirmult",1945
"mvoutlier",1944
"mix",1944
"giscoR",1944
"fungible",1941
"radiant.multivariate",1940
"coop",1940
"qrng",1939
"multimode",1939
"rmda",1937
"piecewiseSEM",1937
"praznik",1933
"KernelKnn",1933
"GESE",1933
"radiant.basics",1929
"common",1928
"RcppDist",1927
"gender",1927
"shiny.i18n",1925
"qpcR",1920
"mlr3viz",1916
"FSelectorRcpp",1915
"fda.usc",1915
"broman",1915
"fabricatr",1914
"rtdists",1913
"gmnl",1913
"rgeoda",1911
"nngeo",1911
"billboarder",1911
"WVPlots",1909
"suncalc",1906
"precrec",1905
"LogicReg",1902
"bayesQR",1900
"scorecard",1899
"runner",1899
"TruncatedNormal",1896
"ftExtra",1896
"distances",1895
"Rvcg",1894
"Rlab",1894
"desplot",1892
"rvcheck",1891
"clustermq",1890
"metaplus",1886
"do",1886
"geodist",1884
"SimDesign",1883
"dataset",1883
"PearsonDS",1880
"fPortfolio",1879
"spThin",1878
"rclipboard",1874
"tree.interpreter",1872
"txtq",1871
"smd",1867
"s20x",1867
"Rook",1867
"nadiv",1865
"CVST",1865
"IsingSampler",1864
"pglm",1863
"prettymapr",1862
"survAUC",1861
"pamm",1859
"storr",1854
"zipcodeR",1853
"mapsf",1852
"mlr3filters",1851
"ctv",1851
"mlr3data",1846
"DataCombine",1846
"hflights",1844
"spgwr",1840
"printr",1838
"tmcn",1833
"nflfastR",1833
"relations",1832
"sda",1831
"clinfun",1831
"RQuantLib",1824
"JavaGD",1824
"tester",1819
"smotefamily",1815
"psycho",1810
"pomp",1806
"randomNames",1804
"this.path",1803
"SpATS",1803
"oz",1802
"jsonvalidate",1802
"dgof",1801
"prettycode",1800
"export",1799
"splm",1798
"Rmixmod",1798
"MNP",1798
"tsna",1796
"swfscMisc",1793
"rebird",1793
"stlplus",1792
"alphahull",1792
"BART",1791
"solaR",1789
"gdalUtilities",1789
"pcse",1786
"hutils",1784
"NlcOptim",1781
"mapdeck",1781
"pder",1779
"dlnm",1778
"brotli",1776
"SixSigma",1775
"jiebaRD",1773
"bigstatsr",1772
"DCchoice",1771
"oompaBase",1770
"Andromeda",1769
"psy",1764
"Gmisc",1762
"xslt",1760
"rlecuyer",1759
"easystats",1758
"overlapping",1757
"alakazam",1755
"rxode2",1754
"reldist",1753
"polylabelr",1752
"gRain",1752
"spatialwidget",1751
"dashboardthemes",1751
"feisr",1747
"netrankr",1745
"ramcmc",1739
"DirichletReg",1739
"mco",1738
"radiant.model",1725
"betapart",1724
"oro.nifti",1722
"PolynomF",1720
"glmx",1716
"rrtable",1715
"indicspecies",1713
"gemtc",1713
"seqminer",1710
"polysat",1710
"rpanel",1706
"Require",1706
"cubelyr",1706
"read.dbc",1705
"nls2",1705
"sigr",1704
"lavaanPlot",1703
"clValid",1703
"imagefluency",1701
"Information",1699
"geogrid",1698
"softImpute",1694
"rayvertex",1692
"GOplot",1692
"evgam",1691
"cvms",1687
"maxlike",1681
"fastverse",1678
"biomartr",1677
"tsne",1676
"ctmm",1676
"densEstBayes",1674
"landscapemetrics",1671
"interval",1669
"waffle",1668
"rmio",1668
"mgcViz",1668
"caper",1667
"scCustomize",1666
"fAssets",1666
"sirad",1665
"plot.matrix",1665
"orientlib",1665
"variables",1663
"filesstrings",1663
"equatags",1660
"rrBLUP",1659
"tclust",1658
"fastshap",1655
"ade4TkGUI",1655
"socviz",1654
"scrypt",1654
"RcmdrPlugin.EZR",1647
"adimpro",1645
"rmsb",1644
"anndata",1644
"udunits2",1642
"RobStatTM",1641
"RCPA3",1641
"pedtools",1641
"RItools",1640
"qwraps2",1640
"asciicast",1640
"secr",1634
"piggyback",1634
"ClassDiscovery",1633
"textometry",1631
"cAIC4",1631
"psychotools",1629
"adephylo",1628
"ENMeval",1627
"distributions3",1627
"nnfor",1625
"rempsyc",1621
"recosystem",1619
"rayimage",1619
"splitTools",1617
"popEpi",1617
"laGP",1617
"tourr",1616
"datapasta",1615
"dae",1614
"wrMisc",1613
"irace",1613
"mlr3cluster",1611
"leafgl",1610
"easyPubMed",1610
"distillery",1608
"RSocrata",1604
"hypervolume",1602
"INLAspacetime",1601
"LDAvis",1599
"DRR",1599
"BatchGetSymbols",1599
"js",1595
"AMR",1595
"adespatial",1593
"buildmer",1591
"MetBrewer",1590
"mapedit",1589
"simr",1588
"SparseGrid",1587
"rmdfiltr",1587
"cansim",1587
"fCopulae",1585
"tidyxl",1582
"SemiPar",1581
"zipfR",1580
"inlinedocs",1580
"alpaca",1580
"joineRML",1579
"pdc",1574
"ggseqlogo",1572
"bssm",1572
"VGAMdata",1571
"deepnet",1570
"airGR",1570
"eRm",1569
"xefun",1566
"bigQueryR",1566
"causaldata",1561
"cshapes",1560
"crs",1558
"bst",1556
"mlr3verse",1554
"shinymanager",1553
"mirtCAT",1552
"fastmatrix",1552
"timsac",1551
"pps",1549
"descriptr",1549
"librarian",1547
"RcppHungarian",1546
"autocogs",1545
"castor",1542
"terrainmeshr",1541
"MTS",1539
"DendSer",1539
"bio3d",1538
"littler",1536
"RRF",1535
"fuzzyforest",1533
"PortfolioAnalytics",1532
"catdata",1531
"additivityTests",1531
"RWiener",1528
"robCompositions",1528
"lmeInfo",1528
"gsDesign",1526
"evtree",1526
"Benchmarking",1525
"MLEcens",1524
"mlr3mbo",1521
"prefmod",1520
"brnn",1519
"FinancialMath",1518
"BsMD",1517
"dimRed",1516
"rdd",1514
"mRMRe",1514
"d3r",1514
"isdparser",1513
"rgexf",1512
"seasonalview",1507
"dockerfiler",1507
"txtplot",1506
"Sejong",1505
"RcppSpdlog",1504
"rbokeh",1498
"od",1498
"care",1497
"lcmm",1494
"probably",1492
"leafpm",1492
"leaflegend",1492
"andrews",1491
"pedmut",1490
"iotools",1489
"shinyscreenshot",1488
"ecospat",1488
"HLMdiag",1486
"vitae",1484
"glmulti",1484
"Rchoice",1482
"plainview",1482
"mlr3tuningspaces",1482
"faux",1481
"mlr3fselect",1480
"SPEI",1479
"R2OpenBUGS",1479
"geos",1478
"skellam",1475
"fANCOVA",1474
"HMDHFDplus",1471
"ExPosition",1471
"skmeans",1470
"spam64",1469
"HSAUR",1469
"incidence",1468
"shapes",1465
"r2d2",1464
"papaja",1462
"forestmodel",1462
"diagis",1462
"grImport",1459
"binGroup",1457
"koRpus.lang.en",1456
"BGGM",1456
"ICC",1454
"rapidoc",1453
"nullabor",1453
"GWmodel",1453
"locfdr",1452
"warbleR",1451
"lime",1451
"NNS",1450
"longmemo",1447
"prettyGraphs",1446
"perry",1444
"NetworkToolbox",1444
"sparsepca",1443
"lfda",1443
"Runuran",1442
"discretization",1440
"cvTools",1440
"BIFIEsurvey",1440
"GEOmap",1438
"gamboostLSS",1437
"retry",1436
"estmeansd",1436
"ichimoku",1435
"r2rtf",1434
"FactoClass",1433
"ggdark",1431
"RPESE",1430
"future.batchtools",1429
"outliertree",1428
"dm",1428
"denstrip",1428
"choroplethr",1426
"arulesCBA",1426
"gsynth",1422
"drake",1422
"acs",1420
"geonames",1419
"pbs",1418
"transport",1417
"IsingFit",1417
"BatchJobs",1416
"tabulate",1415
"SGPdata",1415
"textutils",1414
"textmineR",1414
"interactionTest",1414
"qicharts2",1413
"mev",1413
"lokern",1413
"maptiles",1412
"gptstudio",1411
"SimComp",1410
"dartR",1408
"rxode2parse",1407
"mlr3hyperband",1407
"metaBLUE",1407
"abc",1407
"eigenmodel",1405
"cmaes",1405
"rgee",1404
"Rblpapi",1401
"abn",1401
"tidyfst",1400
"ivprobit",1400
"biglasso",1400
"REBayes",1399
"bspm",1399
"finetune",1398
"asht",1398
"RSiena",1397
"shinyEffects",1396
"glmertree",1393
"BAMMtools",1392
"stplanr",1390
"rje",1389
"verification",1388
"geeM",1388
"designmatch",1388
"pso",1387
"tth",1385
"PCAmixdata",1384
"emplik",1383
"ComplexUpset",1383
"ascii",1382
"JGR",1380
"ggokabeito",1380
"Hotelling",1379
"Synth",1376
"miniCRAN",1376
"REdaS",1374
"BEDMatrix",1374
"stablelearner",1373
"rfPermute",1371
"bonsai",1366
"eoffice",1364
"wildmeta",1358
"StatMatch",1358
"mrds",1358
"exams",1358
"datetimeutils",1358
"reproducible",1356
"msme",1356
"equivalence",1356
"synthpop",1355
"spark.sas7bdat",1355
"ozmaps",1355
"fImport",1355
"jsonld",1354
"Compositional",1352
"ncdfgeom",1350
"smcfcs",1349
"ggeasy",1349
"pdfetch",1347
"BayesFM",1346
"wkb",1344
"PCDimension",1343
"dparser",1343
"A3",1342
"random",1341
"MCMCvis",1341
"FMStable",1341
"susieR",1336
"PNADcIBGE",1336
"icenReg",1335
"crossdes",1334
"condMVNorm",1334
"blockmodeling",1332
"logr",1330
"TOSTER",1328
"RPresto",1328
"synchronicity",1325
"mirai",1325
"nasapower",1324
"skedastic",1323
"rpostgis",1323
"pre",1323
"ruv",1322
"oskeyring",1322
"Morpho",1322
"plotKML",1321
"aricode",1321
"plink",1319
"ore",1317
"doMPI",1317
"PlotTools",1314
"Sim.DiffProc",1313
"gginnards",1308
"wrProteo",1307
"tinyarray",1306
"rangeModelMetadata",1304
"HGNChelper",1304
"GGIR",1304
"FDboost",1302
"imguR",1301
"CoordinateCleaner",1301
"svMisc",1300
"geofacet",1299
"mixR",1295
"psychometric",1294
"BTYDplus",1294
"rxode2random",1293
"diagonals",1292
"tinysnapshot",1291
"dr",1291
"measures",1289
"turner",1288
"shinycustomloader",1288
"fastrmodels",1288
"BHH2",1288
"brmsmargins",1287
"ipw",1286
"wCorr",1285
"frbs",1283
"gains",1281
"textstem",1279
"mapplots",1278
"argparser",1277
"TropFishR",1275
"equate",1275
"contentid",1274
"quickmatch",1272
"rxode2et",1268
"casebase",1268
"gamair",1266
"hipread",1264
"geoknife",1264
"sweep",1263
"collatz",1263
"pathfindR",1261
"mmod",1260
"MatchThem",1260
"brant",1260
"Vdgraph",1259
"coloc",1259
"BAT",1258
"symmetry",1257
"stacks",1257
"inspectdf",1257
"bupaR",1257
"ggpolypath",1256
"easypackages",1256
"detectseparation",1256
"unitizer",1255
"skewt",1252
"changepoint.np",1252
"leidenAlg",1250
"evir",1250
"modeltests",1249
"mbend",1248
"highs",1246
"riskParityPortfolio",1244
"varImp",1243
"locatexec",1243
"comorbidity",1243
"Cyclops",1242
"bigreadr",1242
"mixl",1241
"BayesX",1241
"telegram",1239
"vetiver",1236
"narray",1236
"shinytoastr",1235
"csvread",1235
"dLagM",1234
"nflplotR",1232
"openalexR",1231
"TreeTools",1227
"potools",1227
"doRedis",1225
"Sleuth3",1223
"PKNCA",1223
"isotree",1223
"textrecipes",1221
"airGRteaching",1221
"furniture",1220
"embed",1220
"crochet",1219
"PropCIs",1218
"AnnoProbe",1218
"lotri",1217
"HKprocess",1216
"OAIHarvester",1213
"emojifont",1213
"ROCit",1212
"ROI.plugin.qpoases",1210
"cmm",1207
"qicharts",1205
"glassoFast",1205
"BayesXsrc",1205
"RPMG",1204
"cubble",1204
"cranlogs",1203
"pema",1202
"rFerns",1200
"pulsar",1200
"highlight",1200
"flexsurvcure",1200
"SKAT",1199
"redland",1199
"BAS",1198
"pimeta",1197
"mldr",1197
"MXM",1194
"mdmb",1194
"hal9001",1194
"cccd",1192
"ridge",1191
"trajectories",1190
"Luminescence",1189
"leaflet.minicharts",1189
"rhino",1188
"popbio",1187
"gge",1187
"bcp",1187
"scholar",1184
"imbalance",1183
"coRanking",1182
"TLMoments",1181
"OptionPricing",1181
"nlmixr2data",1181
"knitcitations",1180
"surveillance",1179
"Sleuth2",1179
"gsheet",1179
"excel.link",1179
"icarus",1178
"esc",1178
"rneos",1177
"repmis",1177
"FSAdata",1177
"kimisc",1176
"hyperSpec",1176
"cld2",1176
"quickPlot",1174
"FrF2.catlg128",1174
"RestRserve",1173
"mlt.docreg",1173
"abc.data",1173
